,FP1,AF3,F7,F3,F4,F8,AF4,FP2,T7,T8,P7,P8,P3,P4
FP1,1.0,0.04313314255708964,0.08928603206220094,0.1271834111325402,0.00036824517018472364,0.19385261393467962,0.13084538506728893,0.3618334131880425,0.06086214070670726,0.1831170073264369,0.18707061230627942,0.23766953862107684,0.016667966228637962,0.048376213508864924
AF3,0.04313314255708964,1.0,0.1515937202139883,0.2158396730860572,0.10345343922415427,0.18520846918411044,0.15432110094558493,0.1550805894705852,0.009341671600771338,0.2310902243516258,0.2007171061781985,0.27149716134698026,0.21528477006157465,0.06059732744035536
F7,0.08928603206220094,0.1515937202139883,0.9999999999999999,0.012824486272659086,0.03793548647262404,0.41895322209349084,0.5642761881901813,0.034747168056172305,0.17644368771535962,0.19001196899928643,0.5906194734689543,0.09648710532380453,0.14259707237179828,0.026882048751469212
F3,0.1271834111325402,0.2158396730860572,0.012824486272659086,0.9999999999999999,0.31790545758949046,0.19096505097315308,0.5326110865340694,0.2200346249314854,0.17498680674817663,0.005166523519553073,0.4038320227554381,0.32033309160660906,0.6335187735326875,0.2111756518749594
F4,0.00036824517018472364,0.10345343922415427,0.03793548647262404,0.31790545758949046,0.9999999999999999,0.24877232220678788,0.04539750669721768,0.17631207035109958,0.05725083593790325,0.13681704421087618,0.03752110665252706,0.15199064820818017,0.17527614375304637,0.4474417381421021
F8,0.19385261393467962,0.18520846918411044,0.41895322209349084,0.19096505097315308,0.24877232220678788,1.0,0.3095043630266012,0.20918093436620366,0.3663278427640755,0.4391053072552539,0.058935975940772795,0.14249374345590446,0.20252543882633722,0.17815306260912786
AF4,0.13084538506728893,0.15432110094558493,0.5642761881901813,0.5326110865340694,0.04539750669721768,0.3095043630266012,0.9999999999999997,0.03447714918466277,0.3527835656571241,0.16560786954883083,0.19539394087178633,0.5300295444410907,0.0014545690993549368,0.36719801765686755
FP2,0.3618334131880425,0.1550805894705852,0.034747168056172305,0.2200346249314854,0.17631207035109958,0.20918093436620366,0.03447714918466277,1.0,0.07346936439984571,0.2886093702950716,0.462460987985448,0.13829690780930268,0.33950465037322364,0.07849811826728884
T7,0.06086214070670726,0.009341671600771338,0.17644368771535962,0.17498680674817663,0.05725083593790325,0.3663278427640755,0.3527835656571241,0.07346936439984571,1.0,0.05374436380322507,0.19110197748820656,0.449256640058343,0.14149641741344346,0.10785920530666432
T8,0.1831170073264369,0.2310902243516258,0.19001196899928643,0.005166523519553073,0.13681704421087618,0.4391053072552539,0.16560786954883083,0.2886093702950716,0.05374436380322507,1.0,0.12612152523075698,0.40133797319622466,0.4999399215114553,0.15375252960667418
P7,0.18707061230627942,0.2007171061781985,0.5906194734689543,0.4038320227554381,0.03752110665252706,0.058935975940772795,0.19539394087178633,0.462460987985448,0.19110197748820656,0.12612152523075698,1.0,0.13284853202893765,0.26894626591059256,0.1266353353637063
P8,0.23766953862107684,0.27149716134698026,0.09648710532380453,0.32033309160660906,0.15199064820818017,0.14249374345590446,0.5300295444410907,0.13829690780930268,0.449256640058343,0.40133797319622466,0.13284853202893765,0.9999999999999996,0.17813686521742372,0.6812650503436927
P3,0.016667966228637962,0.21528477006157465,0.14259707237179828,0.6335187735326875,0.17527614375304637,0.20252543882633722,0.0014545690993549368,0.33950465037322364,0.14149641741344346,0.4999399215114553,0.26894626591059256,0.17813686521742372,1.0,0.18976549699842093
P4,0.048376213508864924,0.06059732744035536,0.026882048751469212,0.2111756518749594,0.4474417381421021,0.17815306260912786,0.36719801765686755,0.07849811826728884,0.10785920530666432,0.15375252960667418,0.1266353353637063,0.6812650503436927,0.18976549699842093,1.0
