,FP1,AF3,F7,F3,F4,F8,AF4,FP2,T7,T8,P7,P8,P3,P4
FP1,0.9999999999999998,0.8788751973513209,0.030442511134263894,0.5665148229769196,0.0908222602682554,0.02227906961459082,0.49590248828040157,0.2618208764787476,0.06822297950627254,0.0025679505361745486,0.13620611136265362,0.1451118170363963,0.6756669166791056,0.2908337072179967
AF3,0.8788751973513209,0.9999999999999998,0.13909789689563182,0.6482025435117692,0.043642826002340075,0.14878586248649717,0.38302224869709944,0.21694518740007593,0.07859892240933145,0.02530717756487899,0.18132589202188582,0.25796206796862436,0.4476609559520143,0.3306967905311189
F7,0.030442511134263894,0.13909789689563182,1.0,0.537554668755275,0.3533874120992945,0.2903317592417641,0.11427743453416983,0.0991348394165587,0.10969246501760746,0.06765844534296679,0.07705830738513839,0.18958919758301987,0.37873285094745335,0.3516865132150701
F3,0.5665148229769196,0.6482025435117692,0.537554668755275,0.9999999999999996,0.040774794818190074,0.0883262056163603,0.20190694885892468,0.16021480057544624,0.11412857669704458,0.30523058547144494,0.02922147954657374,0.5331509783008467,0.0704114804514812,0.10870282733738333
F4,0.0908222602682554,0.043642826002340075,0.3533874120992945,0.040774794818190074,1.0,0.5066742874014621,0.6468586489931143,0.4130155583505306,0.28868622498395946,0.08889739961025256,0.3414577551717908,0.21541715073569653,0.061935418335282016,0.19811544633094558
F8,0.02227906961459082,0.14878586248649717,0.2903317592417641,0.0883262056163603,0.5066742874014621,1.0,0.08007186578374059,0.08689371527805696,0.37722540065143984,0.04643185364245776,0.11182570771034411,0.10036865678008236,0.09143924202996978,0.06647492228891884
AF4,0.49590248828040157,0.38302224869709944,0.11427743453416983,0.20190694885892468,0.6468586489931143,0.08007186578374059,0.9999999999999999,0.35738749820333293,0.0339247226432276,0.06932659890928108,0.47026862405226455,0.05234611366889087,0.3010575833870437,0.0395034622308556
FP2,0.2618208764787476,0.21694518740007593,0.0991348394165587,0.16021480057544624,0.4130155583505306,0.08689371527805696,0.35738749820333293,1.0,0.1260683499100652,0.042498420855961484,0.18387659162752729,0.02749257348900988,0.3685976603061393,0.03766293120422008
T7,0.06822297950627254,0.07859892240933145,0.10969246501760746,0.11412857669704458,0.28868622498395946,0.37722540065143984,0.0339247226432276,0.1260683499100652,0.9999999999999999,0.007480859596197265,0.5542084381164009,0.4409798974204267,0.04314821500629487,0.4680592379245466
T8,0.0025679505361745486,0.02530717756487899,0.06765844534296679,0.30523058547144494,0.08889739961025256,0.04643185364245776,0.06932659890928108,0.042498420855961484,0.007480859596197265,0.9999999999999999,0.3425147498219178,0.3982754042242651,0.21243971139129783,0.02843016070792509
P7,0.13620611136265362,0.18132589202188582,0.07705830738513839,0.02922147954657374,0.3414577551717908,0.11182570771034411,0.47026862405226455,0.18387659162752729,0.5542084381164009,0.3425147498219178,1.0,0.42323479752321913,0.09818664957811774,0.30295627839735306
P8,0.1451118170363963,0.25796206796862436,0.18958919758301987,0.5331509783008467,0.21541715073569653,0.10036865678008236,0.05234611366889087,0.02749257348900988,0.4409798974204267,0.3982754042242651,0.42323479752321913,1.0,0.22499423203577046,0.18507864789400386
P3,0.6756669166791056,0.4476609559520143,0.37873285094745335,0.0704114804514812,0.061935418335282016,0.09143924202996978,0.3010575833870437,0.3685976603061393,0.04314821500629487,0.21243971139129783,0.09818664957811774,0.22499423203577046,1.0,0.4981283261696011
P4,0.2908337072179967,0.3306967905311189,0.3516865132150701,0.10870282733738333,0.19811544633094558,0.06647492228891884,0.0395034622308556,0.03766293120422008,0.4680592379245466,0.02843016070792509,0.30295627839735306,0.18507864789400386,0.4981283261696011,1.0
