,FP1,AF3,F7,F3,F4,F8,AF4,FP2,T7,T8,P7,P8,P3,P4
FP1,1.0,0.29727990199178195,0.3095281433731432,0.16965106007675915,0.1549460565802055,0.08723280276994397,0.36836871839893304,0.3109546304646089,0.3613974111783581,0.3151869523356575,0.3274030489699743,0.5314761201693109,0.4849352492262706,0.5928812119379391
AF3,0.29727990199178195,0.9999999999999998,0.034238861455635594,0.23349780632754413,0.4796440702720778,0.3728323951425212,0.2472325178092334,0.2683298571424929,0.1296267307449115,0.05609646211093575,0.2554794216328509,0.11247796073827734,0.5382813946036119,0.043738034052822436
F7,0.3095281433731432,0.034238861455635594,0.9999999999999998,0.18170720434770657,0.3217842198731133,0.13881779259344576,0.5224348430874322,0.11947015831800675,0.18082969356939776,0.03443781456212905,0.24812381860878724,0.06632263691586307,0.15973708584070487,0.22097691905594352
F3,0.16965106007675915,0.23349780632754413,0.18170720434770657,1.0,0.18398035063534435,0.2616207532273681,0.1988182849365083,0.11392832791012569,0.011088280942855772,0.05934407684862747,0.025364789204732723,0.023393420682776646,0.17949055240649542,0.16096421849915749
F4,0.1549460565802055,0.4796440702720778,0.3217842198731133,0.18398035063534435,0.9999999999999998,0.09152392459365799,0.5638485529842634,0.5168865054374628,0.05763898342680623,0.02264517638083563,0.4639166916129346,0.18212874564245182,0.08534255793017638,0.031638719618781036
F8,0.08723280276994397,0.3728323951425212,0.13881779259344576,0.2616207532273681,0.09152392459365799,1.0,0.1267782616729627,0.006369879398918948,0.5120307913349466,0.6556548723401734,0.21475338420812023,0.4329126076620587,0.42874530797078547,0.14434874637315578
AF4,0.36836871839893304,0.2472325178092334,0.5224348430874322,0.1988182849365083,0.5638485529842634,0.1267782616729627,1.0,0.5102781089281121,0.20746519569311309,0.09964262177625385,0.058605900536438674,0.3028774581771311,0.030530735131947942,0.4784869685804375
FP2,0.3109546304646089,0.2683298571424929,0.11947015831800675,0.11392832791012569,0.5168865054374628,0.006369879398918948,0.5102781089281121,0.9999999999999998,0.02232444746572168,0.39153948435326963,0.16101932768445001,0.36758307848970206,0.0017419555320315333,0.09532548890183673
T7,0.3613974111783581,0.1296267307449115,0.18082969356939776,0.011088280942855772,0.05763898342680623,0.5120307913349466,0.20746519569311309,0.02232444746572168,1.0,0.1301395127258955,0.05892399478201148,0.1704080339542771,0.09638059728781609,0.30499923284973496
T8,0.3151869523356575,0.05609646211093575,0.03443781456212905,0.05934407684862747,0.02264517638083563,0.6556548723401734,0.09964262177625385,0.39153948435326963,0.1301395127258955,1.0,0.0880386696632765,0.29793554854261184,0.412026803637526,0.30993921280918857
P7,0.3274030489699743,0.2554794216328509,0.24812381860878724,0.025364789204732723,0.4639166916129346,0.21475338420812023,0.058605900536438674,0.16101932768445001,0.05892399478201148,0.0880386696632765,0.9999999999999998,0.3281569096589812,0.03495523131121081,0.38906061714468954
P8,0.5314761201693109,0.11247796073827734,0.06632263691586307,0.023393420682776646,0.18212874564245182,0.4329126076620587,0.3028774581771311,0.36758307848970206,0.1704080339542771,0.29793554854261184,0.3281569096589812,1.0,0.23807246825965,0.6005662284941773
P3,0.4849352492262706,0.5382813946036119,0.15973708584070487,0.17949055240649542,0.08534255793017638,0.42874530797078547,0.030530735131947942,0.0017419555320315333,0.09638059728781609,0.412026803637526,0.03495523131121081,0.23807246825965,0.9999999999999998,0.010863009119232714
P4,0.5928812119379391,0.043738034052822436,0.22097691905594352,0.16096421849915749,0.031638719618781036,0.14434874637315578,0.4784869685804375,0.09532548890183673,0.30499923284973496,0.30993921280918857,0.38906061714468954,0.6005662284941773,0.010863009119232714,1.0
