,FP1,AF3,F7,F3,F4,F8,AF4,FP2,T7,T8,P7,P8,P3,P4
FP1,0.9999999999999999,0.41441909841509533,0.221695884322182,0.2834988454296823,0.6477446393005754,0.4012546989407699,0.6411098642863516,0.7963547871005936,0.11497095633789833,0.2184467648431148,0.131188828978817,0.14245870995110319,0.11726071044017422,0.2660618024050254
AF3,0.41441909841509533,1.0,0.6844195673782175,0.5798428851002876,0.3848967023893728,0.3352731915853941,0.65063460545492,0.6446503775704773,0.27702899744668935,0.31071432789063425,0.15296495919954672,0.5801883827528413,0.3033636923491034,0.25369725033845675
F7,0.221695884322182,0.6844195673782175,1.0,0.6908530564794801,0.0704875004011841,0.20527329545259926,0.23734358238103573,0.36718565903160066,0.5136015610133222,0.5160024579748738,0.2846031775999541,0.7761042883000375,0.2007371064160135,0.3597898625627945
F3,0.2834988454296823,0.5798428851002876,0.6908530564794801,1.0,0.2985227823678068,0.43349194916884565,0.25228300536102366,0.2494215431905264,0.1583544438340483,0.41523108862521263,0.08303748677797737,0.36749467685925297,0.2583039643440625,0.12669109915211116
F4,0.6477446393005754,0.3848967023893728,0.0704875004011841,0.2985227823678068,0.9999999999999998,0.7480006415256863,0.8334755163291678,0.7148501486261603,0.01528739431961651,0.3133728628965284,0.2826470365924037,0.004785010022197188,0.24431129791951958,0.18669926897956188
F8,0.4012546989407699,0.3352731915853941,0.20527329545259926,0.43349194916884565,0.7480006415256863,1.0,0.695629393907327,0.5955042655388783,0.1896526925169143,0.5243523188319041,0.24625193249386607,0.18263036768272775,0.3338548955615885,0.25278545295416666
AF4,0.6411098642863516,0.65063460545492,0.23734358238103573,0.25228300536102366,0.8334755163291678,0.695629393907327,0.9999999999999998,0.8762241710531304,0.14258103652552645,0.38502215194142836,0.03288744349638502,0.30980855932651247,0.42518165160399424,0.22560989383122654
FP2,0.7963547871005936,0.6446503775704773,0.36718565903160066,0.2494215431905264,0.7148501486261603,0.5955042655388783,0.8762241710531304,1.0,0.20688036900325874,0.3146460472022373,0.052432565933373115,0.3463179779478791,0.3218019805617507,0.42517591325658366
T7,0.11497095633789833,0.27702899744668935,0.5136015610133222,0.1583544438340483,0.01528739431961651,0.1896526925169143,0.14258103652552645,0.20688036900325874,1.0,0.6097919709389029,0.4064367991900677,0.5537633911413129,0.15734325321586787,0.6027152554243276
T8,0.2184467648431148,0.31071432789063425,0.5160024579748738,0.41523108862521263,0.3133728628965284,0.5243523188319041,0.38502215194142836,0.3146460472022373,0.6097919709389029,1.0,0.4494225146594587,0.7328810723501757,0.20335087633021665,0.5499827777690716
P7,0.131188828978817,0.15296495919954672,0.2846031775999541,0.08303748677797737,0.2826470365924037,0.24625193249386607,0.03288744349638502,0.052432565933373115,0.4064367991900677,0.4494225146594587,1.0,0.6895027417344773,0.23136645756340787,0.04613349042037777
P8,0.14245870995110319,0.5801883827528413,0.7761042883000375,0.36749467685925297,0.004785010022197188,0.18263036768272775,0.30980855932651247,0.3463179779478791,0.5537633911413129,0.7328810723501757,0.6895027417344773,0.9999999999999998,0.03459932245217483,0.47082507026774273
P3,0.11726071044017422,0.3033636923491034,0.2007371064160135,0.2583039643440625,0.24431129791951958,0.3338548955615885,0.42518165160399424,0.3218019805617507,0.15734325321586787,0.20335087633021665,0.23136645756340787,0.03459932245217483,0.9999999999999999,0.0025543054548696625
P4,0.2660618024050254,0.25369725033845675,0.3597898625627945,0.12669109915211116,0.18669926897956188,0.25278545295416666,0.22560989383122654,0.42517591325658366,0.6027152554243276,0.5499827777690716,0.04613349042037777,0.47082507026774273,0.0025543054548696625,1.0
