,FP1,AF3,F7,F3,F4,F8,AF4,FP2,T7,T8,P7,P8,P3,P4
FP1,1.0,0.6925565176895669,0.6684274034923654,0.7070036080798049,0.5450269587038323,0.3199796750777787,0.7145799778357936,0.8338874339887931,0.2615509367483416,0.10055646360144938,0.02213578036714453,0.14994943902714603,0.01693156641331757,0.3621153706320388
AF3,0.6925565176895669,0.9999999999999999,0.571579315271616,0.6884052351225811,0.6060058127842747,0.25981326101451335,0.6053345945806319,0.4620238255901835,0.1715243674100133,0.15645534411029544,0.31118409282056125,0.42174327003034956,0.04038563149866428,0.48794449232665205
F7,0.6684274034923654,0.571579315271616,1.0,0.675257735031563,0.7605243523916007,0.5727932500978092,0.7119927386303342,0.5227528818087782,0.4918986977580287,0.22182925947204973,0.08099736308910922,0.3393588657130183,0.12592623713495515,0.3321209364429393
F3,0.7070036080798049,0.6884052351225811,0.675257735031563,1.0,0.7451797177062394,0.483528970269356,0.6584594301585418,0.396151241288291,0.2253914029504231,0.009483073699523531,0.02153405192460192,0.05683696674142938,0.20388077084373826,0.260349644860625
F4,0.5450269587038323,0.6060058127842747,0.7605243523916007,0.7451797177062394,0.9999999999999997,0.6220273676796428,0.8692947792844101,0.4248029284821005,0.5004085549914975,0.05430949857192664,0.2229687143791523,0.3485903047838085,0.0072319105903892456,0.342517131645753
F8,0.3199796750777787,0.25981326101451335,0.5727932500978092,0.483528970269356,0.6220273676796428,0.9999999999999998,0.6430258965026516,0.2865237120869172,0.6082882540007635,0.41025102507957867,0.06619935527772136,0.2589717819649122,0.010054407505399085,0.2687174980731909
AF4,0.7145799778357936,0.6053345945806319,0.7119927386303342,0.6584594301585418,0.8692947792844101,0.6430258965026516,1.0,0.7147623188066858,0.4065997318537701,0.2698786966743286,0.25488257725907126,0.4076913685732334,0.052838569504739294,0.47194798543023875
FP2,0.8338874339887931,0.4620238255901835,0.5227528818087782,0.396151241288291,0.4248029284821005,0.2865237120869172,0.7147623188066858,0.9999999999999998,0.27512884004985544,0.3309516656166274,0.03677193943744722,0.23834477239904958,0.04285538558700304,0.22438395708177533
T7,0.2615509367483416,0.1715243674100133,0.4918986977580287,0.2253914029504231,0.5004085549914975,0.6082882540007635,0.4065997318537701,0.27512884004985544,1.0,0.16980263645146376,0.08115889534678658,0.06675669442586048,0.557974440974417,0.1665264747480968
T8,0.10055646360144938,0.15645534411029544,0.22182925947204973,0.009483073699523531,0.05430949857192664,0.41025102507957867,0.2698786966743286,0.3309516656166274,0.16980263645146376,1.0,0.24526960504273282,0.5142769045853419,0.1792245833272832,0.09363103376975285
P7,0.02213578036714453,0.31118409282056125,0.08099736308910922,0.02153405192460192,0.2229687143791523,0.06619935527772136,0.25488257725907126,0.03677193943744722,0.08115889534678658,0.24526960504273282,0.9999999999999999,0.4283514584756939,0.05675702638851973,0.25132051978131453
P8,0.14994943902714603,0.42174327003034956,0.3393588657130183,0.05683696674142938,0.3485903047838085,0.2589717819649122,0.4076913685732334,0.23834477239904958,0.06675669442586048,0.5142769045853419,0.4283514584756939,1.0,0.01235109964916438,0.6668345809274929
P3,0.01693156641331757,0.04038563149866428,0.12592623713495515,0.20388077084373826,0.0072319105903892456,0.010054407505399085,0.052838569504739294,0.04285538558700304,0.557974440974417,0.1792245833272832,0.05675702638851973,0.01235109964916438,1.0,0.24350237677055883
P4,0.3621153706320388,0.48794449232665205,0.3321209364429393,0.260349644860625,0.342517131645753,0.2687174980731909,0.47194798543023875,0.22438395708177533,0.1665264747480968,0.09363103376975285,0.25132051978131453,0.6668345809274929,0.24350237677055883,1.0
