,FP1,AF3,F7,F3,F4,F8,AF4,FP2,T7,T8,P7,P8,P3,P4
FP1,1.0,0.9453713321285182,0.7801424748070311,0.7011668742287891,0.2789683246422721,0.26889559658359563,0.6851641755151292,0.9857417051752055,0.009539076479026576,0.16876992415228434,0.2675627082113367,0.5842621582102165,0.33019278234278027,0.05877379282839158
AF3,0.9453713321285182,1.0,0.6839828076268455,0.836919445991829,0.34116821981991025,0.22666540165971946,0.7048078294387078,0.937392332568916,0.10191228508712974,0.21867862900523466,0.2200356434245493,0.5465417418519625,0.35648801706630723,0.04369075768731684
F7,0.7801424748070311,0.6839828076268455,1.0,0.517674955701357,0.33182831682117464,0.5013947181528008,0.6529920703212874,0.7296632309045064,0.10560216756227833,0.1477518162014244,0.36245798343600827,0.3074138587703864,0.23672047822754638,0.25819913774176123
F3,0.7011668742287891,0.836919445991829,0.517674955701357,1.0,0.3212425468921236,0.059227566557276394,0.5028426646403815,0.6705625632501786,0.10585614782994471,0.2414678069144746,0.4064193280231819,0.4484136992700643,0.46686386374250977,0.07377895429976569
F4,0.2789683246422721,0.34116821981991025,0.33182831682117464,0.3212425468921236,1.0,0.5991715171103063,0.6775676282094036,0.32882404665578063,0.1346565696204155,0.40886553541814885,0.3855269736398579,0.022366973188552852,0.5179535098931862,0.5044454587570717
F8,0.26889559658359563,0.22666540165971946,0.5013947181528008,0.059227566557276394,0.5991715171103063,0.9999999999999999,0.44211840059735147,0.3269255083419813,0.034057231886320136,0.01762768281713828,0.042622257095937706,0.15414728719137946,0.0008064346108816733,0.4479628690066036
AF4,0.6851641755151292,0.7048078294387078,0.6529920703212874,0.5028426646403815,0.6775676282094036,0.44211840059735147,0.9999999999999998,0.6997458051945461,0.004148847409681133,0.46355719677568674,0.14458551223248664,0.27898651149380627,0.3681454600787184,0.2575563330544509
FP2,0.9857417051752055,0.937392332568916,0.7296632309045064,0.6705625632501786,0.32882404665578063,0.3269255083419813,0.6997458051945461,0.9999999999999996,0.07269842399432333,0.22339603598704566,0.20019845915901358,0.5113773403899267,0.32125016981026966,0.019799081300934093
T7,0.009539076479026576,0.10191228508712974,0.10560216756227833,0.10585614782994471,0.1346565696204155,0.034057231886320136,0.004148847409681133,0.07269842399432333,1.0,0.04660905472611032,0.6605923014891166,0.061674442337651667,0.3079453656340365,0.02940942194005141
T8,0.16876992415228434,0.21867862900523466,0.1477518162014244,0.2414678069144746,0.40886553541814885,0.01762768281713828,0.46355719677568674,0.22339603598704566,0.04660905472611032,1.0,0.10556688833412464,0.13528027191221698,0.12472777828042725,0.32039031565884735
P7,0.2675627082113367,0.2200356434245493,0.36245798343600827,0.4064193280231819,0.3855269736398579,0.042622257095937706,0.14458551223248664,0.20019845915901358,0.6605923014891166,0.10556688833412464,1.0,0.37632518346581123,0.6849494687209527,0.007442488756874352
P8,0.5842621582102165,0.5465417418519625,0.3074138587703864,0.4484136992700643,0.022366973188552852,0.15414728719137946,0.27898651149380627,0.5113773403899267,0.061674442337651667,0.13528027191221698,0.37632518346581123,1.0,0.31879883954194066,0.6594755243968986
P3,0.33019278234278027,0.35648801706630723,0.23672047822754638,0.46686386374250977,0.5179535098931862,0.0008064346108816733,0.3681454600787184,0.32125016981026966,0.3079453656340365,0.12472777828042725,0.6849494687209527,0.31879883954194066,1.0,0.06990010233317728
P4,0.05877379282839158,0.04369075768731684,0.25819913774176123,0.07377895429976569,0.5044454587570717,0.4479628690066036,0.2575563330544509,0.019799081300934093,0.02940942194005141,0.32039031565884735,0.007442488756874352,0.6594755243968986,0.06990010233317728,1.0
