,FP1,AF3,F7,F3,F4,F8,AF4,FP2,T7,T8,P7,P8,P3,P4
FP1,1.0,0.5390978012252556,0.34373459431392184,0.1529691508446771,0.5960371374361595,0.34910217785842623,0.40306776579531833,0.7121173243685452,0.39517651903216444,0.06997547682731728,0.07795201656794301,0.3504530496207052,0.030199326802127058,0.08296672447140907
AF3,0.5390978012252556,1.0,0.6220713164502822,0.5967543460021631,0.4938931413639674,0.02115784776054995,0.23993983671382904,0.3971256898036593,0.0032822754530200393,0.18370769240649393,0.16181191234962122,0.15732084792374576,0.02122236120445689,0.1482423066890794
F7,0.34373459431392184,0.6220713164502822,1.0,0.5816729972934493,0.17721563833379977,0.13075328714687887,0.04766237852484555,0.3362619493229385,0.12190829154694452,0.2123386213127099,0.011367032975099875,0.045211560008610874,0.1707406788153182,0.027572867394447954
F3,0.1529691508446771,0.5967543460021631,0.5816729972934493,1.0,0.25044600937132877,0.1389343610865029,0.06427730802254422,0.17804526365295661,0.31559868229782967,0.2813134760734113,0.10443745067755385,0.12083739739962035,0.061520368548643053,0.41334593347489923
F4,0.5960371374361595,0.4938931413639674,0.17721563833379977,0.25044600937132877,0.9999999999999999,0.2928967783476801,0.7607317360538255,0.4634876932972967,0.2808548859000739,0.06461757920621983,0.10480088978918349,0.3125227059671278,0.11437779004001918,0.14834653666420872
F8,0.34910217785842623,0.02115784776054995,0.13075328714687887,0.1389343610865029,0.2928967783476801,1.0,0.562710978483243,0.24595568575943372,0.05327284737863937,0.5821955192562622,0.4076439710843097,0.5816317743863637,0.38963700325723405,0.0817142177870814
AF4,0.40306776579531833,0.23993983671382904,0.04766237852484555,0.06427730802254422,0.7607317360538255,0.562710978483243,0.9999999999999996,0.6147284023101494,0.1854272073007472,0.023241096605456257,0.3028985761715228,0.17843985394536127,0.2922914453687312,0.1607342662235497
FP2,0.7121173243685452,0.3971256898036593,0.3362619493229385,0.17804526365295661,0.4634876932972967,0.24595568575943372,0.6147284023101494,1.0,0.4025198066595483,0.1308266663937189,0.17512143925057436,0.07867231850699752,0.23668658154106129,0.4359974605960432
T7,0.39517651903216444,0.0032822754530200393,0.12190829154694452,0.31559868229782967,0.2808548859000739,0.05327284737863937,0.1854272073007472,0.4025198066595483,1.0,0.28620613309066695,0.2650127180381877,0.10537461892967176,0.06051069718500299,0.17778328696015708
T8,0.06997547682731728,0.18370769240649393,0.2123386213127099,0.2813134760734113,0.06461757920621983,0.5821955192562622,0.023241096605456257,0.1308266663937189,0.28620613309066695,0.9999999999999998,0.16367168553608674,0.47561062574444946,0.25566181495257073,0.0017694928137451243
P7,0.07795201656794301,0.16181191234962122,0.011367032975099875,0.10443745067755385,0.10480088978918349,0.4076439710843097,0.3028985761715228,0.17512143925057436,0.2650127180381877,0.16367168553608674,1.0,0.1413114909357422,0.36577169306369267,0.004345062536633373
P8,0.3504530496207052,0.15732084792374576,0.045211560008610874,0.12083739739962035,0.3125227059671278,0.5816317743863637,0.17843985394536127,0.07867231850699752,0.10537461892967176,0.47561062574444946,0.1413114909357422,1.0,0.017468685151286745,0.578147242829594
P3,0.030199326802127058,0.02122236120445689,0.1707406788153182,0.061520368548643053,0.11437779004001918,0.38963700325723405,0.2922914453687312,0.23668658154106129,0.06051069718500299,0.25566181495257073,0.36577169306369267,0.017468685151286745,1.0,0.26903310241342604
P4,0.08296672447140907,0.1482423066890794,0.027572867394447954,0.41334593347489923,0.14834653666420872,0.0817142177870814,0.1607342662235497,0.4359974605960432,0.17778328696015708,0.0017694928137451243,0.004345062536633373,0.578147242829594,0.26903310241342604,1.0
