,FP1,AF3,F7,F3,F4,F8,AF4,FP2,T7,T8,P7,P8,P3,P4
FP1,0.9999999999999998,0.9487104174569345,0.8209880827306092,0.8089590089104718,0.0909924571240793,0.2499813259919437,0.6275858155091806,0.805880299414117,0.43605148787301945,0.07307483748909463,0.07367186507285298,0.3238779740008316,0.511985093612103,0.1528114659306864
AF3,0.9487104174569345,1.0,0.7965258863340962,0.9130170617458286,0.11495343726065896,0.17428049123739198,0.6096323042536416,0.724063585597926,0.2922689718212583,0.10266062408777686,0.04837608575126326,0.36583534741920587,0.36189969323011223,0.18804017717530624
F7,0.8209880827306092,0.7965258863340962,0.9999999999999999,0.7767978793247329,0.09430694018350663,0.08591990980270925,0.429935346279151,0.5212333066763744,0.4672024870773951,0.0031342130806188417,0.06311249909351857,0.30967417869584507,0.48506924344656355,0.024081781233831534
F3,0.8089590089104718,0.9130170617458286,0.7767978793247329,1.0,0.02412732857716543,0.052869598607767576,0.4714571680074663,0.5856508717168474,0.22003587447701592,0.14798016548275483,0.08003932327757785,0.38219351723184436,0.31662512790760783,0.1445237840498667
F4,0.0909924571240793,0.11495343726065896,0.09430694018350663,0.02412732857716543,0.9999999999999999,0.781317831805503,0.7209294948964716,0.43987537188028925,0.2589900447191801,0.3797935590410637,0.5792276806337893,0.42170181553795777,0.3126885660468364,0.46883201372063
F8,0.2499813259919437,0.17428049123739198,0.08591990980270925,0.052869598607767576,0.781317831805503,0.9999999999999997,0.7690864112571371,0.5614695461565545,0.12482576030507753,0.6622229617625215,0.4739594987719057,0.44604923769017524,0.0020364596547556013,0.5700584742910391
AF4,0.6275858155091806,0.6096323042536416,0.429935346279151,0.4714571680074663,0.7209294948964716,0.7690864112571371,1.0,0.8582665375301168,0.09951654222954426,0.28726193909115666,0.31855080632982297,0.12970224944299102,0.1490869399233933,0.5390873556753337
FP2,0.805880299414117,0.724063585597926,0.5212333066763744,0.5856508717168474,0.43987537188028925,0.5614695461565545,0.8582665375301168,0.9999999999999999,0.277097964184695,6.444068128803881e-05,0.047324464250166245,0.005022352308065414,0.3212768913457673,0.3209808232662545
T7,0.43605148787301945,0.2922689718212583,0.4672024870773951,0.22003587447701592,0.2589900447191801,0.12482576030507753,0.09951654222954426,0.277097964184695,0.9999999999999998,0.1844112903789873,0.7249175794224799,0.15778330341503302,0.7269166238239446,0.1834915268520031
T8,0.07307483748909463,0.10266062408777686,0.0031342130806188417,0.14798016548275483,0.3797935590410637,0.6622229617625215,0.28726193909115666,6.444068128803881e-05,0.1844112903789873,0.9999999999999998,0.4396117584680462,0.6410985210823552,0.015513517152276023,0.5817005934905762
P7,0.07367186507285298,0.04837608575126326,0.06311249909351857,0.08003932327757785,0.5792276806337893,0.4739594987719057,0.31855080632982297,0.047324464250166245,0.7249175794224799,0.4396117584680462,1.0,0.13720418351656694,0.5583464569616157,0.2785228208278795
P8,0.3238779740008316,0.36583534741920587,0.30967417869584507,0.38219351723184436,0.42170181553795777,0.44604923769017524,0.12970224944299102,0.005022352308065414,0.15778330341503302,0.6410985210823552,0.13720418351656694,1.0,0.12348325617105776,0.5460213127921743
P3,0.511985093612103,0.36189969323011223,0.48506924344656355,0.31662512790760783,0.3126885660468364,0.0020364596547556013,0.1490869399233933,0.3212768913457673,0.7269166238239446,0.015513517152276023,0.5583464569616157,0.12348325617105776,1.0,0.21559321579947655
P4,0.1528114659306864,0.18804017717530624,0.024081781233831534,0.1445237840498667,0.46883201372063,0.5700584742910391,0.5390873556753337,0.3209808232662545,0.1834915268520031,0.5817005934905762,0.2785228208278795,0.5460213127921743,0.21559321579947655,1.0
