,FP1,AF3,F7,F3,F4,F8,AF4,FP2,T7,T8,P7,P8,P3,P4
FP1,1.0,0.6942340427441607,0.5055669953990648,0.570894648467188,0.43532031854657516,0.24691368412818882,0.512006472075568,0.6288749306267281,0.6015392409935578,0.2690951881084609,0.2725865153826358,0.308880378126665,0.4695160771134365,0.3402838008668736
AF3,0.6942340427441607,0.9999999999999998,0.3572327680674607,0.5646857530351252,0.48286137216962577,0.2888102799084963,0.5075612817025174,0.2873984778662644,0.3101806135095917,0.27954905619609344,0.3226189710676481,0.15819311895748592,0.6097815434410387,0.09587395636707463
F7,0.5055669953990648,0.3572327680674607,0.9999999999999998,0.78326971234097,0.08363679139142396,0.14620851354895242,0.11358876676683764,0.18335566860564875,0.36241358755095665,0.17236535695284197,0.182875464099255,0.30769919270443696,0.5402848685948866,0.6413001852008069
F3,0.570894648467188,0.5646857530351252,0.78326971234097,1.0,0.25824652509952684,0.22540986399464652,0.223826320602943,0.0842447169234298,0.5513719194127913,0.08607042635600551,0.18824263056095455,0.2954891236916276,0.7849956967071771,0.5490891126545824
F4,0.43532031854657516,0.48286137216962577,0.08363679139142396,0.25824652509952684,1.0,0.00950366398346375,0.8211952314128986,0.3947190278487406,0.38797369145999094,0.142874763002125,0.7200476997088159,0.6906897635264218,0.49830404848136856,0.49142682828273265
F8,0.24691368412818882,0.2888102799084963,0.14620851354895242,0.22540986399464652,0.00950366398346375,1.0,0.16878449876738247,0.072669538004354,0.4796969853892681,0.689649503092,0.07879919202725,0.043114329070554236,0.4220757545664761,0.10330807602939537
AF4,0.512006472075568,0.5075612817025174,0.11358876676683764,0.223826320602943,0.8211952314128986,0.16878449876738247,1.0,0.7071098713917903,0.2525699566086804,0.012584864604092527,0.6944030890937705,0.618777798448506,0.37253893077164535,0.517758383229983
FP2,0.6288749306267281,0.2873984778662644,0.18335566860564875,0.0842447169234298,0.3947190278487406,0.072669538004354,0.7071098713917903,1.0,0.2973500248631268,0.3621420825230707,0.42917834728730114,0.40936572035027596,0.21736085012841178,0.4101845477191914
T7,0.6015392409935578,0.3101806135095917,0.36241358755095665,0.5513719194127913,0.38797369145999094,0.4796969853892681,0.2525699566086804,0.2973500248631268,0.9999999999999999,0.349421552634546,0.16698228136544013,0.4033824915109716,0.5246039598405047,0.3985979775994194
T8,0.2690951881084609,0.27954905619609344,0.17236535695284197,0.08607042635600551,0.142874763002125,0.689649503092,0.012584864604092527,0.3621420825230707,0.349421552634546,1.0,0.008599068663512843,0.05409741048410338,0.11508528718318864,0.02431504794482156
P7,0.2725865153826358,0.3226189710676481,0.182875464099255,0.18824263056095455,0.7200476997088159,0.07879919202725,0.6944030890937705,0.42917834728730114,0.16698228136544013,0.008599068663512843,1.0,0.832395980722303,0.461353260689869,0.5552857294091612
P8,0.308880378126665,0.15819311895748592,0.30769919270443696,0.2954891236916276,0.6906897635264218,0.043114329070554236,0.618777798448506,0.40936572035027596,0.4033824915109716,0.05409741048410338,0.832395980722303,0.9999999999999998,0.42443060942267463,0.7811229042539257
P3,0.4695160771134365,0.6097815434410387,0.5402848685948866,0.7849956967071771,0.49830404848136856,0.4220757545664761,0.37253893077164535,0.21736085012841178,0.5246039598405047,0.11508528718318864,0.461353260689869,0.42443060942267463,1.0,0.410029196125507
P4,0.3402838008668736,0.09587395636707463,0.6413001852008069,0.5490891126545824,0.49142682828273265,0.10330807602939537,0.517758383229983,0.4101845477191914,0.3985979775994194,0.02431504794482156,0.5552857294091612,0.7811229042539257,0.410029196125507,1.0
