,FP1,AF3,F7,F3,F4,F8,AF4,FP2,T7,T8,P7,P8,P3,P4
FP1,0.9999999999999999,0.5538273959996467,0.556575764992886,0.23939719126055609,0.21796547776896014,0.4249077722175319,0.4295360487322492,0.5446025692671677,0.5437742277769676,0.06405471652678296,0.2399129748584422,0.06844911192676348,0.49868848601855403,0.22320312558181812
AF3,0.5538273959996467,0.9999999999999998,0.5740240907235569,0.5521107298963962,0.45300084965671006,0.1822461100933147,0.5777422450036694,0.4147784039224375,0.3575867016834253,0.12425569553160679,0.00884700891798701,0.009901349210119176,0.06696720393119898,0.018123349077795864
F7,0.556575764992886,0.5740240907235569,0.9999999999999999,0.6405953190117816,0.318995583700258,0.49355153634026044,0.24607561296390773,0.21116025938000255,0.1953719720599313,0.3709136384708095,0.21655796342023442,0.3010343153248294,0.07515371967625076,0.012973135554692566
F3,0.23939719126055609,0.5521107298963962,0.6405953190117816,1.0,0.553498533592441,0.020378891986450903,0.06301182311797154,0.145232879257509,0.08417237008086664,0.06213233586056108,0.13116734952610098,0.19258421720128105,0.04894464401699977,0.2209324179021235
F4,0.21796547776896014,0.45300084965671006,0.318995583700258,0.553498533592441,1.0,0.0448825306077682,0.6176222923215983,0.38721290545557874,0.061773501163137234,0.4209552347732263,0.28581124709125566,0.14839789231949682,0.07504838369420262,0.07011923490502653
F8,0.4249077722175319,0.1822461100933147,0.49355153634026044,0.020378891986450903,0.0448825306077682,0.9999999999999998,0.3180455634853225,0.19148101893290045,0.029325194879672372,0.42969133963083717,0.19394553444305535,0.40630294285815194,0.17395727234310224,0.08457213380195608
AF4,0.4295360487322492,0.5777422450036694,0.24607561296390773,0.06301182311797154,0.6176222923215983,0.3180455634853225,0.9999999999999999,0.5540731660895388,0.19715176657584296,0.448521258095054,0.034115855278018165,0.08114788857585553,0.04078781111999086,0.2550173083844176
FP2,0.5446025692671677,0.4147784039224375,0.21116025938000255,0.145232879257509,0.38721290545557874,0.19148101893290045,0.5540731660895388,0.9999999999999998,0.01770490419542709,0.03747911687395855,0.12734198464274799,0.2771370113953175,0.19702712229958644,0.2517945596153783
T7,0.5437742277769676,0.3575867016834253,0.1953719720599313,0.08417237008086664,0.061773501163137234,0.029325194879672372,0.19715176657584296,0.01770490419542709,1.0,0.09512436585623155,0.3036575818217924,0.14178205153416512,0.6847733598128125,0.2309560078898685
T8,0.06405471652678296,0.12425569553160679,0.3709136384708095,0.06213233586056108,0.4209552347732263,0.42969133963083717,0.448521258095054,0.03747911687395855,0.09512436585623155,1.0,0.002302633729881459,0.6315023028447923,0.041560572031555366,0.5855305786696974
P7,0.2399129748584422,0.00884700891798701,0.21655796342023442,0.13116734952610098,0.28581124709125566,0.19394553444305535,0.034115855278018165,0.12734198464274799,0.3036575818217924,0.002302633729881459,1.0,0.07151444457600999,0.368324907058255,0.16927573175313393
P8,0.06844911192676348,0.009901349210119176,0.3010343153248294,0.19258421720128105,0.14839789231949682,0.40630294285815194,0.08114788857585553,0.2771370113953175,0.14178205153416512,0.6315023028447923,0.07151444457600999,1.0,0.03457751653273197,0.6728442703506218
P3,0.49868848601855403,0.06696720393119898,0.07515371967625076,0.04894464401699977,0.07504838369420262,0.17395727234310224,0.04078781111999086,0.19702712229958644,0.6847733598128125,0.041560572031555366,0.368324907058255,0.03457751653273197,1.0,0.11680502893309419
P4,0.22320312558181812,0.018123349077795864,0.012973135554692566,0.2209324179021235,0.07011923490502653,0.08457213380195608,0.2550173083844176,0.2517945596153783,0.2309560078898685,0.5855305786696974,0.16927573175313393,0.6728442703506218,0.11680502893309419,1.0
