,FP1,AF3,F7,F3,F4,F8,AF4,FP2,T7,T8,P7,P8,P3,P4
FP1,0.9999999999999998,0.8305432955580413,0.5925734295371916,0.7224186899781209,0.6967032702599708,0.707731166810658,0.6643890203376924,0.8471652681930125,0.3852153316251121,0.3128359343460866,0.3889751096884228,0.12415475575040523,0.3135691440514393,0.2685842248101302
AF3,0.8305432955580413,1.0,0.38486261112852993,0.7367955149649936,0.5968448505589157,0.4363091079587347,0.5703340842038479,0.7611877992712118,0.2800568415652729,0.3909435107344007,0.43294038074711383,0.2942602128150236,0.1659826385519045,0.13897669337399093
F7,0.5925734295371916,0.38486261112852993,1.0,0.6816289808290382,0.2873461894004782,0.5229459870923978,0.3985139303743187,0.6370174130848926,0.6416752262702909,0.37517349671319045,0.4921593970727126,0.1361780769947028,0.11869677669971396,0.5231176580061428
F3,0.7224186899781209,0.7367955149649936,0.6816289808290382,0.9999999999999996,0.3977144378606021,0.37872146972860643,0.5705834513050082,0.7413586894338347,0.33375676682289845,0.593980640839924,0.3445205674501185,0.20327737388338124,0.5180927144897485,0.5593060933502764
F4,0.6967032702599708,0.5968448505589157,0.2873461894004782,0.3977144378606021,1.0,0.7565501075273476,0.7377189340209854,0.7498547055669547,0.40669544306329813,0.2201699032358261,0.3828352285571389,0.024440633607803172,0.16189099402083185,0.03661156609232716
F8,0.707731166810658,0.4363091079587347,0.5229459870923978,0.37872146972860643,0.7565501075273476,1.0,0.5990204927569008,0.7520082683439538,0.5122148977141807,0.1682422635329924,0.35381820695323674,0.12637028117111287,0.2515438935826299,0.22403816047976446
AF4,0.6643890203376924,0.5703340842038479,0.3985139303743187,0.5705834513050082,0.7377189340209854,0.5990204927569008,1.0,0.8722923309523063,0.3578109932008631,0.29846114497818854,0.25818614231168474,0.05614037631010244,0.23881026736660022,0.2752671316120847
FP2,0.8471652681930125,0.7611877992712118,0.6370174130848926,0.7413586894338347,0.7498547055669547,0.7520082683439538,0.8722923309523063,0.9999999999999999,0.5656721020044129,0.30904543080440783,0.5155107124880198,0.07377874696315248,0.24705255236223597,0.31588191311864494
T7,0.3852153316251121,0.2800568415652729,0.6416752262702909,0.33375676682289845,0.40669544306329813,0.5122148977141807,0.3578109932008631,0.5656721020044129,0.9999999999999998,0.07258575604978357,0.6636950552533549,0.1456075325090116,0.09813548576469117,0.2410943836213052
T8,0.3128359343460866,0.3909435107344007,0.37517349671319045,0.593980640839924,0.2201699032358261,0.1682422635329924,0.29846114497818854,0.30904543080440783,0.07258575604978357,1.0,0.02478959202737859,0.6081248167584992,0.33842065681156847,0.5864673699328041
P7,0.3889751096884228,0.43294038074711383,0.4921593970727126,0.3445205674501185,0.3828352285571389,0.35381820695323674,0.25818614231168474,0.5155107124880198,0.6636950552533549,0.02478959202737859,1.0,0.27052869724077366,0.10239751559062651,0.0028212477178604575
P8,0.12415475575040523,0.2942602128150236,0.1361780769947028,0.20327737388338124,0.024440633607803172,0.12637028117111287,0.05614037631010244,0.07377874696315248,0.1456075325090116,0.6081248167584992,0.27052869724077366,1.0,0.017990996058916492,0.3638940846056639
P3,0.3135691440514393,0.1659826385519045,0.11869677669971396,0.5180927144897485,0.16189099402083185,0.2515438935826299,0.23881026736660022,0.24705255236223597,0.09813548576469117,0.33842065681156847,0.10239751559062651,0.017990996058916492,1.0,0.31626739771876655
P4,0.2685842248101302,0.13897669337399093,0.5231176580061428,0.5593060933502764,0.03661156609232716,0.22403816047976446,0.2752671316120847,0.31588191311864494,0.2410943836213052,0.5864673699328041,0.0028212477178604575,0.3638940846056639,0.31626739771876655,1.0
