,FP1,AF3,F7,F3,F4,F8,AF4,FP2,T7,T8,P7,P8,P3,P4
FP1,1.0,0.32393511425903465,0.7797910723054602,0.3468933256602474,0.04339678747533521,0.36972583552791366,0.43011217616095965,0.3366675466518991,0.3723221979465599,0.11211505954107186,0.4336504597560078,0.029512629276945423,0.05218651747489983,0.005025262049962703
AF3,0.32393511425903465,0.9999999999999999,0.4225689772253552,0.6740142031455377,0.7685414430124975,0.1653958528033169,0.20609374546168874,0.3259036387041536,0.22999798202698393,0.15588477995091146,0.10693484551627444,0.07203822489786486,0.001738651351225251,0.2007874913385569
F7,0.7797910723054602,0.4225689772253552,1.0,0.4008778508242348,0.026164703422551124,0.46688824773815185,0.06769876599669314,0.23544151118456366,0.03891148403792566,0.05072927682585643,0.46330356572740905,0.0942200756706769,0.005015153031345497,0.08451779792277148
F3,0.3468933256602474,0.6740142031455377,0.4008778508242348,0.9999999999999998,0.41729106767528246,0.3101289804493029,0.13165349016490524,0.545082196935427,0.14833577559477212,0.1448160598992096,0.0052709653179783406,0.2138173848162549,0.32415474951050066,0.1845415881610903
F4,0.04339678747533521,0.7685414430124975,0.026164703422551124,0.41729106767528246,0.9999999999999998,0.11725459492606041,0.4006325329609268,0.532451778630078,0.289079399703743,0.012836415240894794,0.06422991182216187,0.031471205219765895,0.07893446308725391,0.2021320066948569
F8,0.36972583552791366,0.1653958528033169,0.46688824773815185,0.3101289804493029,0.11725459492606041,1.0,0.0635215296281052,0.42281393561025116,0.1413947791468663,0.1533251556873474,0.3403899331624628,0.0031743238698419135,0.09712850271559478,0.29722370794940906
AF4,0.43011217616095965,0.20609374546168874,0.06769876599669314,0.13165349016490524,0.4006325329609268,0.0635215296281052,1.0,0.3881242056771573,0.05548431930050287,0.10786633646993897,0.13345841240234838,0.2891090188575315,0.07571709679400124,0.008356388043494256
FP2,0.3366675466518991,0.3259036387041536,0.23544151118456366,0.545082196935427,0.532451778630078,0.42281393561025116,0.3881242056771573,0.9999999999999996,0.22101264488283157,0.061878145732638196,0.026961661953673444,0.07196937433861429,0.10230766571580979,0.0050204495426475
T7,0.3723221979465599,0.22999798202698393,0.03891148403792566,0.14833577559477212,0.289079399703743,0.1413947791468663,0.05548431930050287,0.22101264488283157,0.9999999999999999,0.32385633422797655,0.008828856177099192,0.04083656603709929,0.18197638503671063,0.24345997997439686
T8,0.11211505954107186,0.15588477995091146,0.05072927682585643,0.1448160598992096,0.012836415240894794,0.1533251556873474,0.10786633646993897,0.061878145732638196,0.32385633422797655,0.9999999999999998,0.15180251236801312,0.1492175265540768,0.4408044793146864,0.34890645220413974
P7,0.4336504597560078,0.10693484551627444,0.46330356572740905,0.0052709653179783406,0.06422991182216187,0.3403899331624628,0.13345841240234838,0.026961661953673444,0.008828856177099192,0.15180251236801312,1.0,0.49436908889094294,0.4479633638554278,0.003726199008140009
P8,0.029512629276945423,0.07203822489786486,0.0942200756706769,0.2138173848162549,0.031471205219765895,0.0031743238698419135,0.2891090188575315,0.07196937433861429,0.04083656603709929,0.1492175265540768,0.49436908889094294,1.0,0.46271165658608093,0.35950936921139975
P3,0.05218651747489983,0.001738651351225251,0.005015153031345497,0.32415474951050066,0.07893446308725391,0.09712850271559478,0.07571709679400124,0.10230766571580979,0.18197638503671063,0.4408044793146864,0.4479633638554278,0.46271165658608093,1.0,0.04693356264550981
P4,0.005025262049962703,0.2007874913385569,0.08451779792277148,0.1845415881610903,0.2021320066948569,0.29722370794940906,0.008356388043494256,0.0050204495426475,0.24345997997439686,0.34890645220413974,0.003726199008140009,0.35950936921139975,0.04693356264550981,1.0
