,FP1,AF3,F7,F3,F4,F8,AF4,FP2,T7,T8,P7,P8,P3,P4
FP1,1.0,0.21486897897283339,0.41188799342519367,0.531159833721188,0.45539034758928054,0.32177001646993164,0.03131306407229015,0.4816663335910803,0.47074306810953503,0.24716341048178442,0.3713205520288572,0.2149015654956638,0.06677423599864091,0.2466608726932099
AF3,0.21486897897283339,1.0,0.055130086560365776,0.39939150325121825,0.287259108394008,0.21157965307042909,0.2689185253123446,0.1323257750001283,0.1347860544872248,0.08133999582006972,0.005858390816591903,0.18278069908644007,0.18160243156601186,0.0512488797518051
F7,0.41188799342519367,0.055130086560365776,1.0,0.2590909222523654,0.39282151722945274,0.29585148965606445,0.31608517485098153,0.07219232545554763,0.43726746406707795,0.03523573892913204,0.1656657205447232,0.05701866837832773,0.19201812052521056,0.40400926034698054
F3,0.531159833721188,0.39939150325121825,0.2590909222523654,1.0,0.670284756029724,0.39281657454142843,0.10083876734700312,0.28546954941849034,0.3565708728261716,0.12951842788075799,0.3640155366143264,0.6574973505276724,0.05072402841379625,0.5334857181112951
F4,0.45539034758928054,0.287259108394008,0.39282151722945274,0.670284756029724,1.0,0.45556599046877977,0.4760667796961298,0.10764048953637552,0.44706659480321054,0.20289864558085297,0.04313682440627174,0.4195522313385398,0.3189924864895456,0.1910796561572149
F8,0.32177001646993164,0.21157965307042909,0.29585148965606445,0.39281657454142843,0.45556599046877977,1.0,0.3644679009005989,0.35945928770266233,0.296240375626693,0.08273493910497447,0.3017343314612033,0.039611561154193786,0.11938569408427943,0.017470046281610183
AF4,0.03131306407229015,0.2689185253123446,0.31608517485098153,0.10083876734700312,0.4760667796961298,0.3644679009005989,0.9999999999999998,0.21677002740971155,0.3967154467375025,0.20309953472921707,0.5133473490206587,0.0015951151911560019,0.46154928430146247,0.30435711004118127
FP2,0.4816663335910803,0.1323257750001283,0.07219232545554763,0.28546954941849034,0.10764048953637552,0.35945928770266233,0.21677002740971155,1.0,0.06785850053673642,0.16919528381350743,0.7271106392844935,0.20838564029629486,0.42893006901267006,0.2501190264355843
T7,0.47074306810953503,0.1347860544872248,0.43726746406707795,0.3565708728261716,0.44706659480321054,0.296240375626693,0.3967154467375025,0.06785850053673642,0.9999999999999999,0.15274999273538858,0.09338225259571607,0.5471331284854144,0.3427543731531922,0.4458007073407182
T8,0.24716341048178442,0.08133999582006972,0.03523573892913204,0.12951842788075799,0.20289864558085297,0.08273493910497447,0.20309953472921707,0.16919528381350743,0.15274999273538858,1.0,0.0165014484093607,0.18412027843142534,0.05922990051306708,0.4654103398759811
P7,0.3713205520288572,0.005858390816591903,0.1656657205447232,0.3640155366143264,0.04313682440627174,0.3017343314612033,0.5133473490206587,0.7271106392844935,0.09338225259571607,0.0165014484093607,1.0,0.3828017926636942,0.366572062144085,0.6616417498368486
P8,0.2149015654956638,0.18278069908644007,0.05701866837832773,0.6574973505276724,0.4195522313385398,0.039611561154193786,0.0015951151911560019,0.20838564029629486,0.5471331284854144,0.18412027843142534,0.3828017926636942,1.0,0.2021279151771312,0.6513551489980609
P3,0.06677423599864091,0.18160243156601186,0.19201812052521056,0.05072402841379625,0.3189924864895456,0.11938569408427943,0.46154928430146247,0.42893006901267006,0.3427543731531922,0.05922990051306708,0.366572062144085,0.2021279151771312,1.0,0.14631090483044357
P4,0.2466608726932099,0.0512488797518051,0.40400926034698054,0.5334857181112951,0.1910796561572149,0.017470046281610183,0.30435711004118127,0.2501190264355843,0.4458007073407182,0.4654103398759811,0.6616417498368486,0.6513551489980609,0.14631090483044357,1.0
