,FP1,AF3,F7,F3,F4,F8,AF4,FP2,T7,T8,P7,P8,P3,P4
FP1,0.9999999999999996,0.4332216812497932,0.36056982600162785,0.49772430859035266,0.018205040680302598,0.335413160395721,0.11276533190536497,0.060053898184169674,0.09712695086045302,0.46299694450705775,0.1335865542675149,0.3165090691707451,0.01206303371189038,0.40761569178083035
AF3,0.4332216812497932,1.0,0.29655196310876325,0.6413530967731562,0.23898273658555616,0.4674796586179176,0.17071969506535392,0.17710658158503478,0.31948865673717275,0.0021523209067639687,0.09542897674877543,0.38337947367925973,0.02626346090101861,0.7057824958633112
F7,0.36056982600162785,0.29655196310876325,0.9999999999999998,0.03517446995594975,0.18675561021369125,0.057186778922574455,0.3588899937786499,0.02704199028390196,0.4588683479917919,0.49079776637832373,0.03587853239572694,0.07371330939203516,0.12431019531084125,0.3285684713485145
F3,0.49772430859035266,0.6413530967731562,0.03517446995594975,0.9999999999999999,0.19052003065497028,0.27548284712014853,0.08569866796531855,0.0705416336136958,0.05678995708197791,0.28886516199695117,0.14119093766351704,0.45054834849719727,0.21532630861718058,0.6971204529951839
F4,0.018205040680302598,0.23898273658555616,0.18675561021369125,0.19052003065497028,0.9999999999999999,0.43183261251620064,0.7707208676713322,0.5122855159055212,0.18150260415358485,0.2309169057598378,0.3902847515347595,0.3658210506429411,0.2508126141225461,0.1180577362397025
F8,0.335413160395721,0.4674796586179176,0.057186778922574455,0.27548284712014853,0.43183261251620064,1.0,0.4792171507959249,0.30409800999682013,0.2656272862230147,0.40612035478544645,0.012457128864530487,0.3495944879320084,0.21753096654061496,0.4301424100705234
AF4,0.11276533190536497,0.17071969506535392,0.3588899937786499,0.08569866796531855,0.7707208676713322,0.4792171507959249,1.0,0.5268432453350351,0.22722427021267744,0.43577700161010335,0.22498041539811833,0.27286414516614826,0.39576721683703175,0.10791812459753558
FP2,0.060053898184169674,0.17710658158503478,0.02704199028390196,0.0705416336136958,0.5122855159055212,0.30409800999682013,0.5268432453350351,0.9999999999999999,0.004978833168760882,0.19558742039367008,0.18913862810207852,0.6127020191323389,0.14794075653831112,0.12764469604491901
T7,0.09712695086045302,0.31948865673717275,0.4588683479917919,0.05678995708197791,0.18150260415358485,0.2656272862230147,0.22722427021267744,0.004978833168760882,1.0,0.13361586266835407,0.009737947455373472,0.011278482555126007,0.13294270024025007,0.1794357164755724
T8,0.46299694450705775,0.0021523209067639687,0.49079776637832373,0.28886516199695117,0.2309169057598378,0.40612035478544645,0.43577700161010335,0.19558742039367008,0.13361586266835407,1.0,0.013219900396906625,0.01966555182958829,0.1443178218450225,0.13832367212940916
P7,0.1335865542675149,0.09542897674877543,0.03587853239572694,0.14119093766351704,0.3902847515347595,0.012457128864530487,0.22498041539811833,0.18913862810207852,0.009737947455373472,0.013219900396906625,0.9999999999999998,0.11980909965448922,0.23735932182178776,0.17740618539241634
P8,0.3165090691707451,0.38337947367925973,0.07371330939203516,0.45054834849719727,0.3658210506429411,0.3495944879320084,0.27286414516614826,0.6127020191323389,0.011278482555126007,0.01966555182958829,0.11980909965448922,1.0,0.49843706477670147,0.6844955443337807
P3,0.01206303371189038,0.02626346090101861,0.12431019531084125,0.21532630861718058,0.2508126141225461,0.21753096654061496,0.39576721683703175,0.14794075653831112,0.13294270024025007,0.1443178218450225,0.23735932182178776,0.49843706477670147,0.9999999999999998,0.4175649256422023
P4,0.40761569178083035,0.7057824958633112,0.3285684713485145,0.6971204529951839,0.1180577362397025,0.4301424100705234,0.10791812459753558,0.12764469604491901,0.1794357164755724,0.13832367212940916,0.17740618539241634,0.6844955443337807,0.4175649256422023,0.9999999999999999
