,FP1,AF3,F7,F3,F4,F8,AF4,FP2,T7,T8,P7,P8,P3,P4
FP1,1.0,0.7675002650224739,0.09789985747765445,0.21747080515696215,0.22165249782106197,0.10624676940430317,0.4767174229870329,0.8560182601017461,0.4307907990879923,0.17690558732759212,0.2836941343804857,0.24663206870024246,0.11322946348820223,0.3061343132503785
AF3,0.7675002650224739,0.9999999999999998,0.4096153957254766,0.4806606666623978,0.3261370401946957,0.01707579702605541,0.2210947821398709,0.8751006290514856,0.16859531909651213,0.388703552336207,0.007746966550565004,0.2643223025518786,0.17417126246955136,0.3023359783400897
F7,0.09789985747765445,0.4096153957254766,1.0,0.4777826418623464,0.26810038059640134,0.006024686029926091,0.07801594594993842,0.2955979646036344,0.10352365959668088,0.0016559446377575476,0.20153629778681745,0.00886133751953569,0.1345461520151528,0.25465059724377354
F3,0.21747080515696215,0.4806606666623978,0.4777826418623464,1.0,0.1653675515586632,0.10282058031542754,0.035731886501255056,0.35086215918914515,0.25553577579678355,0.14084375741802982,0.21376551086164533,0.18957952251444607,0.15758203085519093,0.21063105011452044
F4,0.22165249782106197,0.3261370401946957,0.26810038059640134,0.1653675515586632,1.0,0.1348901874876164,0.2865031447728719,0.28078712032533526,0.14966109232914915,0.09274177797518386,0.13934060630723583,0.1836745804016241,0.16894844900435824,0.12768882320408417
F8,0.10624676940430317,0.01707579702605541,0.006024686029926091,0.10282058031542754,0.1348901874876164,0.9999999999999998,0.08527936707912498,0.19049856804642265,0.39458960945795873,0.2910620134081272,0.646502572375912,0.39681683573015725,0.1354002329451336,0.19658264845479717
AF4,0.4767174229870329,0.2210947821398709,0.07801594594993842,0.035731886501255056,0.2865031447728719,0.08527936707912498,1.0,0.20640455789768458,0.47223654836326956,0.22135194624597115,0.4982226306121905,0.1208096418369891,0.18819943837856248,0.12500389052836716
FP2,0.8560182601017461,0.8751006290514856,0.2955979646036344,0.35086215918914515,0.28078712032533526,0.19049856804642265,0.20640455789768458,0.9999999999999998,0.05015062366299744,0.4306996517681035,0.24908396558332138,0.3646343610954764,0.09538848784103657,0.2831016800897257
T7,0.4307907990879923,0.16859531909651213,0.10352365959668088,0.25553577579678355,0.14966109232914915,0.39458960945795873,0.47223654836326956,0.05015062366299744,0.9999999999999998,0.022298693826950364,0.19195184543849764,0.14595137985106998,0.4456400790003515,0.12052766010964706
T8,0.17690558732759212,0.388703552336207,0.0016559446377575476,0.14084375741802982,0.09274177797518386,0.2910620134081272,0.22135194624597115,0.4306996517681035,0.022298693826950364,0.9999999999999997,0.3373305367281896,0.30062056315102376,0.19233176551176392,0.03577014506247529
P7,0.2836941343804857,0.007746966550565004,0.20153629778681745,0.21376551086164533,0.13934060630723583,0.646502572375912,0.4982226306121905,0.24908396558332138,0.19195184543849764,0.3373305367281896,0.9999999999999998,0.12157629379148369,0.4174275590012084,0.08888284090069207
P8,0.24663206870024246,0.2643223025518786,0.00886133751953569,0.18957952251444607,0.1836745804016241,0.39681683573015725,0.1208096418369891,0.3646343610954764,0.14595137985106998,0.30062056315102376,0.12157629379148369,1.0,0.28486933710069406,0.6837049013695953
P3,0.11322946348820223,0.17417126246955136,0.1345461520151528,0.15758203085519093,0.16894844900435824,0.1354002329451336,0.18819943837856248,0.09538848784103657,0.4456400790003515,0.19233176551176392,0.4174275590012084,0.28486933710069406,0.9999999999999997,0.15085076841200457
P4,0.3061343132503785,0.3023359783400897,0.25465059724377354,0.21063105011452044,0.12768882320408417,0.19658264845479717,0.12500389052836716,0.2831016800897257,0.12052766010964706,0.03577014506247529,0.08888284090069207,0.6837049013695953,0.15085076841200457,0.9999999999999999
