,FP1,AF3,F7,F3,F4,F8,AF4,FP2,T7,T8,P7,P8,P3,P4
FP1,1.0,0.8399869913595914,0.026670394968416056,0.34874338139745426,0.2695144256147558,0.24424368456002682,0.7785161866882838,0.8406085953788218,0.05227847305227201,0.1704563250534822,0.2489330564898262,0.24675438477718242,0.032050047700618284,0.19967786392589362
AF3,0.8399869913595914,0.9999999999999998,0.005935052688108344,0.5380374418975733,0.32122621578187566,0.24685591083550013,0.7085688985028741,0.7942728037444297,0.18937591673346824,0.19451230924372276,0.041110742661887245,0.0023156861924710642,0.13871216657499583,0.06856102532694676
F7,0.026670394968416056,0.005935052688108344,1.0,0.046453815013636324,0.12044241742336438,0.14565693243593877,0.00736084410137422,0.005294918024635192,0.2854867644457432,0.12457642042145889,0.07971680363818806,0.1625132400564095,0.23522134175811688,0.039598962654077946
F3,0.34874338139745426,0.5380374418975733,0.046453815013636324,0.9999999999999999,0.5408131794494218,0.4219082568169381,0.5249216215763501,0.5649941878247253,0.23877185828750813,0.2202860851183289,0.36495642237163106,0.019668988727495562,0.2329062660488908,0.0677255360708053
F4,0.2695144256147558,0.32122621578187566,0.12044241742336438,0.5408131794494218,1.0,0.6490494827522775,0.6158173893881678,0.43702797264380444,0.49502209000118796,0.06756485399514099,0.45057586285497836,0.345241740441101,0.45895197289253503,0.27010341850328234
F8,0.24424368456002682,0.24685591083550013,0.14565693243593877,0.4219082568169381,0.6490494827522775,0.9999999999999998,0.5118239262070294,0.3701610965554092,0.1135125087770503,0.2284019787820152,0.04772067239805508,0.004730960879202342,0.27959500916076485,0.18948076332814806
AF4,0.7785161866882838,0.7085688985028741,0.00736084410137422,0.5249216215763501,0.6158173893881678,0.5118239262070294,1.0,0.8858891876094386,0.15947172538848106,0.17121763770103157,0.1519991555801418,0.05193317263058346,0.007813691749288726,0.05031773979050153
FP2,0.8406085953788218,0.7942728037444297,0.005294918024635192,0.5649941878247253,0.43702797264380444,0.3701610965554092,0.8858891876094386,1.0,0.12959884190071314,0.2816741834668605,0.11793326102611604,0.014024793709484909,0.07140297981803756,0.09921497625055417
T7,0.05227847305227201,0.18937591673346824,0.2854867644457432,0.23877185828750813,0.49502209000118796,0.1135125087770503,0.15947172538848106,0.12959884190071314,1.0,0.5004118030748568,0.7350552954067185,0.5088936499881216,0.28863083158226255,0.10102709334319962
T8,0.1704563250534822,0.19451230924372276,0.12457642042145889,0.2202860851183289,0.06756485399514099,0.2284019787820152,0.17121763770103157,0.2816741834668605,0.5004118030748568,0.9999999999999998,0.0019666583057451476,0.2761549601210718,0.08960248041900012,0.002921778351784747
P7,0.2489330564898262,0.041110742661887245,0.07971680363818806,0.36495642237163106,0.45057586285497836,0.04772067239805508,0.1519991555801418,0.11793326102611604,0.7350552954067185,0.0019666583057451476,1.0,0.5460898458179134,0.657965707856624,0.331151348456291
P8,0.24675438477718242,0.0023156861924710642,0.1625132400564095,0.019668988727495562,0.345241740441101,0.004730960879202342,0.05193317263058346,0.014024793709484909,0.5088936499881216,0.2761549601210718,0.5460898458179134,1.0,0.43487166694290413,0.7929366246166465
P3,0.032050047700618284,0.13871216657499583,0.23522134175811688,0.2329062660488908,0.45895197289253503,0.27959500916076485,0.007813691749288726,0.07140297981803756,0.28863083158226255,0.08960248041900012,0.657965707856624,0.43487166694290413,0.9999999999999997,0.5367710532967227
P4,0.19967786392589362,0.06856102532694676,0.039598962654077946,0.0677255360708053,0.27010341850328234,0.18948076332814806,0.05031773979050153,0.09921497625055417,0.10102709334319962,0.002921778351784747,0.331151348456291,0.7929366246166465,0.5367710532967227,0.9999999999999999
